Brand,Model,Year,Engine_CC,Power_BHP,Fuel_Type,Transmission,Owner_Type,KM_Driven,Price_USD
Honda,HR-V,2021,900,60.0,Diesel,Automatic,First,24900,18090.34
Mercedes,C-Class,2021,2800,131.9,Electric,Automatic,First,41714,80300.03
Mercedes,C-Class,2018,2700,132.5,Petrol,Automatic,Second,55855,39713.59
BMW,X3,2010,2200,100.1,Diesel,Automatic,First,176042,13378.76
Toyota,Prius,2018,1500,83.7,Hybrid,Automatic,First,55570,13898.54
BMW,X3,2019,2200,121.1,Electric,Manual,Second,40601,44116.53
Toyota,Highlander,2017,1800,99.7,Petrol,Automatic,First,98499,10317.53
Toyota,Camry,2014,1300,82.8,Diesel,Automatic,Second,75380,6871.39
Chevrolet,Equinox,2008,1200,72.7,Petrol,Automatic,First,161159,4356.65
Nissan,Murano,2019,1200,61.3,Electric,Automatic,First,73450,13094.68
Mercedes,C-Class,2005,2100,123.6,Petrol,Automatic,First,171298,13814.16
BMW,M3,2017,2400,139.6,Petrol,Manual,Second,78444,28600.47
Chevrolet,Silverado,2012,1000,60.0,Petrol,Manual,Third,94004,4446.65
Audi,Q7,2006,1900,126.9,Petrol,Automatic,First,315219,8563.09
Toyota,Highlander,2017,1500,92.5,Petrol,Automatic,Second,69529,10151.67
Hyundai,Santa Fe,2013,1100,60.0,Petrol,Automatic,Third,91004,3582.73
Chevrolet,Silverado,2015,1700,108.4,Electric,Automatic,First,91026,11125.34
Audi,A3,2016,2700,150.8,Electric,Manual,First,45788,31202.07
Honda,CR-V,2012,1700,96.3,Petrol,Manual,Third,61161,4317.51
Nissan,Pathfinder,2019,1000,60.0,Petrol,Manual,Second,58621,9228.44
Hyundai,Tucson,2013,900,60.0,Hybrid,Automatic,First,129845,4973.81
Audi,A6,2019,1800,97.8,Petrol,Automatic,Second,32014,32565.72
Chevrolet,Traverse,2022,1400,76.5,Petrol,Automatic,First,21448,22184.25
Ford,Mustang,2016,1700,75.8,Hybrid,Manual,First,83314,9623.84
Toyota,Camry,2016,1200,60.0,Diesel,Automatic,Second,74751,8586.67
Toyota,Corolla,2006,1400,76.8,Diesel,Automatic,First,188675,3921.68
Ford,F-150,2017,1500,84.1,Diesel,Automatic,First,135950,11178.8
Nissan,Sentra,2012,800,60.0,Diesel,Manual,Second,150200,3875.8
Audi,Q5,2006,2300,138.1,Diesel,Manual,First,208208,8683.82
Kia,Sportage,2011,800,60.0,Hybrid,Manual,Second,115619,2938.64
Mercedes,GLC,2019,2400,128.0,Diesel,Automatic,First,77253,49442.18
Ford,Escape,2005,1800,97.4,Petrol,Automatic,First,254169,3781.0
Mercedes,GLE,2022,2400,144.3,Petrol,Automatic,First,35848,72728.43
Nissan,Altima,2007,1100,65.6,Petrol,Automatic,First,283747,2866.32
Toyota,Corolla,2007,1400,89.7,Hybrid,Automatic,Second,135195,4331.76
Chevrolet,Camaro,2020,1500,75.9,Diesel,Manual,Second,49946,12550.17
Toyota,RAV4,2014,1200,60.2,Petrol,Automatic,Second,98488,6325.32
Toyota,Highlander,2014,1100,60.0,Petrol,Manual,First,139250,6278.19
Audi,Q5,2007,2000,108.3,Hybrid,Automatic,Third,144987,9277.49
Honda,HR-V,2013,1400,75.7,Petrol,Automatic,First,173471,5390.92
Nissan,Altima,2013,1300,72.6,Hybrid,Automatic,First,168823,5276.14
Honda,CR-V,2018,1300,76.1,Hybrid,Automatic,Second,64411,9661.82
Chevrolet,Camaro,2008,1000,60.0,Petrol,Automatic,First,199869,3551.8
Honda,Pilot,2015,1500,72.4,Petrol,Automatic,First,149103,7057.52
Hyundai,Sonata,2009,900,60.0,Diesel,Automatic,First,110434,3239.97
Ford,Escape,2006,1400,60.0,Diesel,Manual,First,218058,3844.69
Chevrolet,Silverado,2019,1200,79.7,Diesel,Manual,First,64150,13371.4
Chevrolet,Traverse,2016,1400,64.2,Diesel,Automatic,Second,74454,9177.79
Toyota,Prius,2020,1600,90.3,Petrol,Manual,Second,50025,12442.78
Honda,Pilot,2015,800,60.0,Diesel,Automatic,Third,82276,5923.95
Chevrolet,Traverse,2015,1700,88.7,Diesel,Automatic,First,69121,9545.17
Hyundai,Tucson,2012,1100,60.0,Electric,Automatic,Second,78723,4537.94
Hyundai,Sonata,2017,800,60.0,Petrol,Automatic,First,105341,7220.11
Hyundai,Tucson,2018,1000,60.0,Petrol,Manual,First,100503,7072.85
Toyota,Prius,2021,1400,72.7,Petrol,Manual,First,23897,17030.51
Nissan,Sentra,2008,1100,67.9,Diesel,Manual,First,184459,2847.37
Hyundai,Sonata,2009,800,60.0,Electric,Manual,Second,145801,3312.33
Toyota,Highlander,2017,1000,64.3,Electric,Automatic,First,82969,11831.27
Honda,Pilot,2016,1400,79.1,Petrol,Automatic,First,151826,6993.39
Ford,F-150,2012,1600,89.8,Petrol,Automatic,First,150673,6080.43
Chevrolet,Equinox,2009,1500,76.1,Diesel,Automatic,Second,135064,3778.13
Ford,Escape,2008,1800,94.2,Diesel,Automatic,First,227824,3674.52
Kia,Stinger,2018,1000,60.0,Petrol,Manual,Third,74912,6045.1
Ford,F-150,2014,1500,94.3,Petrol,Automatic,Second,106832,7799.4
Ford,Focus,2015,1000,60.0,Diesel,Automatic,Second,64037,9435.78
Hyundai,Santa Fe,2022,1700,103.7,Electric,Automatic,Third,19405,13140.91
Hyundai,Sonata,2020,1600,82.9,Diesel,Manual,First,43641,11018.21
Ford,Explorer,2008,1100,69.3,Hybrid,Automatic,Third,182514,4003.31
BMW,X3,2015,2100,118.6,Petrol,Automatic,Third,110125,17741.46
Hyundai,Tucson,2018,1100,60.0,Diesel,Manual,Second,75095,7126.07
Chevrolet,Camaro,2016,1100,60.0,Electric,Automatic,Third,79753,8739.97
Nissan,Altima,2022,1200,71.9,Petrol,Manual,First,14390,16503.73
Hyundai,Santa Fe,2006,1200,63.0,Electric,Manual,Third,203310,2178.31
Chevrolet,Malibu,2011,1800,100.0,Hybrid,Automatic,Second,166980,4623.16
Toyota,Prius,2010,1400,78.2,Petrol,Automatic,First,155229,4679.14
Hyundai,Santa Fe,2021,1000,70.8,Petrol,Automatic,Second,20385,11662.95
Audi,A4,2015,2100,96.7,Hybrid,Manual,First,137811,20823.37
Nissan,Pathfinder,2013,1900,103.7,Electric,Automatic,Second,140996,5628.39
Kia,Optima,2008,1300,88.2,Hybrid,Automatic,Third,125880,2516.89
Chevrolet,Equinox,2015,1200,60.0,Petrol,Automatic,Second,97070,7682.9
Ford,Focus,2021,1300,74.4,Petrol,Automatic,Second,36673,18265.58
Audi,A3,2020,2300,132.7,Petrol,Automatic,Second,42386,38067.66
Hyundai,Kona,2008,800,60.0,Hybrid,Manual,Second,131069,2490.17
Nissan,Murano,2006,1300,76.9,Petrol,Manual,First,185514,2837.53
Honda,Pilot,2022,800,60.0,Hybrid,Automatic,First,38733,19641.52
Nissan,Altima,2014,1200,68.4,Diesel,Automatic,First,123702,6303.32
Ford,Explorer,2018,1600,97.5,Diesel,Automatic,Second,71392,12664.75
Ford,F-150,2006,800,60.0,Petrol,Automatic,First,90159,5426.23
Honda,Civic,2016,1100,65.7,Diesel,Manual,First,108392,8090.89
Honda,Pilot,2014,800,60.0,Petrol,Automatic,Third,66324,5324.01
Honda,Pilot,2012,1200,73.4,Petrol,Manual,First,132736,4737.33
Honda,Civic,2010,800,60.0,Diesel,Automatic,First,151751,4363.62
Hyundai,Santa Fe,2014,800,60.0,Petrol,Automatic,First,68678,5308.67
Ford,Focus,2012,1700,79.7,Diesel,Automatic,Second,115715,6343.71
Toyota,RAV4,2020,900,60.0,Electric,Automatic,Second,26884,16304.47
Nissan,Pathfinder,2007,1300,69.5,Electric,Automatic,First,205304,3744.57
Ford,F-150,2012,1100,74.0,Petrol,Automatic,First,197879,5583.01
Honda,CR-V,2016,1600,89.1,Petrol,Manual,Second,74764,6824.99
BMW,X3,2015,2200,130.6,Electric,Manual,Second,93093,27198.47
Toyota,Prius,2008,1100,62.5,Petrol,Automatic,First,159494,3728.05
Toyota,Prius,2020,1200,61.9,Petrol,Automatic,First,48110,17016.85
Kia,Optima,2022,800,60.0,Petrol,Automatic,First,13513,13872.15
Hyundai,Elantra,2012,1500,84.1,Petrol,Automatic,Second,158605,3467.02
Honda,HR-V,2013,1400,87.9,Petrol,Automatic,First,194762,4880.72
Hyundai,Tucson,2007,1200,79.6,Petrol,Manual,First,169493,2407.9
Ford,F-150,2013,1400,60.0,Petrol,Automatic,Second,96533,7373.64
Audi,Q5,2015,2200,117.8,Diesel,Automatic,Second,81716,20865.31
Honda,HR-V,2009,1100,69.1,Hybrid,Automatic,Second,153096,3483.09
Ford,F-150,2011,1900,115.8,Diesel,Automatic,First,131708,5837.69
Chevrolet,Silverado,2010,1400,74.4,Diesel,Automatic,First,188392,4530.47
Honda,Civic,2010,1700,88.7,Diesel,Manual,Third,151114,2939.08
Toyota,Corolla,2007,1700,86.9,Hybrid,Automatic,First,227316,3525.72
Audi,Q5,2011,2400,124.4,Diesel,Automatic,First,66435,15818.37
Ford,Explorer,2016,1500,68.1,Petrol,Manual,First,85746,9246.99
Hyundai,Elantra,2015,900,60.0,Petrol,Automatic,Second,77064,5314.8
Ford,Explorer,2009,1000,60.0,Diesel,Automatic,Second,172733,4295.11
Hyundai,Sonata,2009,1000,60.0,Hybrid,Manual,Third,97128,2380.39
Audi,A3,2016,1500,73.8,Petrol,Automatic,First,72490,24523.58
Toyota,Corolla,2006,800,60.0,Petrol,Automatic,Third,238904,2100.51
Ford,F-150,2007,1400,73.6,Petrol,Automatic,First,126620,4719.95
Mercedes,C-Class,2010,2600,135.3,Petrol,Automatic,Second,169868,14473.9
Kia,Optima,2005,1200,79.0,Petrol,Automatic,First,229686,2158.02
Kia,Sorento,2017,1000,66.4,Petrol,Automatic,First,60369,7578.06
Nissan,Altima,2010,1200,70.8,Diesel,Manual,First,148975,3593.84
Ford,Explorer,2012,1400,91.6,Diesel,Automatic,First,159310,6754.86
Toyota,Corolla,2021,800,60.0,Petrol,Manual,First,32774,16632.68
Toyota,Corolla,2019,1100,60.0,Electric,Automatic,Second,80907,13891.04
Audi,A6,2020,2000,100.4,Petrol,Manual,First,39143,37432.4
Audi,A3,2022,2300,120.3,Diesel,Automatic,Second,24303,48446.57
Honda,HR-V,2007,800,60.0,Petrol,Manual,First,242156,2726.4
Toyota,RAV4,2013,1700,82.1,Petrol,Manual,Second,91049,5109.24
Audi,A4,2012,2000,103.9,Diesel,Automatic,First,121404,18369.9
Ford,Explorer,2007,1600,80.2,Hybrid,Automatic,First,163792,4762.24
Mercedes,GLC,2015,2400,141.9,Diesel,Automatic,First,204562,26605.29
Nissan,Pathfinder,2014,800,60.0,Petrol,Automatic,First,153087,5274.16
Mercedes,A-Class,2021,2500,128.9,Hybrid,Manual,First,40194,66021.7
Ford,Mustang,2018,1700,94.5,Petrol,Automatic,First,81463,13860.89
Mercedes,A-Class,2021,2100,113.3,Hybrid,Manual,First,31695,72451.95
BMW,X3,2021,1900,111.4,Diesel,Automatic,Second,19126,50744.53
Honda,Civic,2012,1200,69.3,Petrol,Manual,First,114388,4774.38
Toyota,RAV4,2012,1200,60.0,Hybrid,Manual,Second,122576,5453.79
Honda,Pilot,2005,900,60.0,Hybrid,Automatic,First,278750,2977.74
Hyundai,Kona,2007,1500,102.1,Petrol,Automatic,Second,109145,2906.09
Nissan,Pathfinder,2012,800,60.0,Diesel,Automatic,Second,186160,3754.41
Honda,Pilot,2017,1600,95.4,Petrol,Automatic,First,70714,9454.32
Honda,HR-V,2014,1000,70.7,Petrol,Automatic,Second,144032,5884.3
Kia,Stinger,2012,800,60.0,Electric,Manual,First,94410,4892.04
BMW,X3,2015,2800,168.9,Hybrid,Automatic,Second,74285,26711.26
Hyundai,Sonata,2009,800,60.0,Diesel,Manual,Second,138046,2647.11
Toyota,Corolla,2009,1000,60.0,Petrol,Manual,First,153513,3556.53
Mercedes,GLE,2007,2600,142.6,Diesel,Automatic,Third,86470,14269.62
Honda,CR-V,2022,1400,63.5,Diesel,Automatic,Second,12173,15089.05
BMW,M3,2014,2600,139.5,Electric,Manual,First,91734,26451.66
Kia,Sorento,2007,1500,94.8,Petrol,Manual,Second,135551,2409.76
Toyota,Camry,2018,1700,102.8,Petrol,Automatic,First,64071,13136.12
Honda,CR-V,2006,1500,75.6,Petrol,Manual,Second,256895,2438.78
Chevrolet,Silverado,2016,1600,83.8,Diesel,Manual,Second,62829,8462.54
Chevrolet,Traverse,2015,1000,60.0,Hybrid,Automatic,Third,86744,6827.75
Ford,Focus,2010,1300,78.7,Petrol,Automatic,First,127701,5608.12
Honda,CR-V,2016,1200,77.1,Diesel,Automatic,Second,84743,7714.77
Ford,Escape,2011,800,60.0,Hybrid,Automatic,Third,138462,4531.85
Chevrolet,Camaro,2009,1600,96.4,Petrol,Automatic,Second,164946,3745.04
Ford,Mustang,2009,1900,107.5,Electric,Automatic,First,178772,5999.38
Kia,Soul,2011,800,60.0,Electric,Automatic,First,137211,4200.88
Honda,Civic,2015,1300,68.4,Diesel,Automatic,First,159339,6421.86
Ford,Mustang,2009,1300,92.0,Petrol,Automatic,Second,147406,3907.24
Nissan,Murano,2010,1200,60.0,Petrol,Automatic,First,184381,3189.44
Honda,Accord,2013,800,60.0,Petrol,Automatic,First,127456,5438.28
BMW,5 Series,2022,2200,120.5,Petrol,Automatic,Second,13488,54187.75
Toyota,Corolla,2011,1200,62.2,Electric,Automatic,Third,87071,5177.8
Audi,A6,2009,2000,93.0,Petrol,Automatic,Second,87552,11300.57
Hyundai,Tucson,2018,1200,60.0,Diesel,Automatic,Second,40874,8394.05
Mercedes,GLC,2010,2900,170.6,Petrol,Automatic,Second,145411,14374.71
Ford,Explorer,2008,1200,60.0,Hybrid,Manual,First,231501,4097.89
Toyota,Highlander,2015,900,60.0,Hybrid,Manual,Second,134060,6740.88
Hyundai,Sonata,2022,900,60.0,Petrol,Manual,Third,22740,9584.62
Toyota,Highlander,2008,1000,60.0,Petrol,Automatic,Second,192796,3091.98
Toyota,Highlander,2019,1600,80.3,Petrol,Automatic,First,53422,13684.83
Hyundai,Kona,2016,800,60.0,Petrol,Automatic,First,29071,7096.77
BMW,5 Series,2022,2300,121.7,Diesel,Automatic,First,11057,67041.57
Chevrolet,Silverado,2015,1500,94.8,Diesel,Manual,Third,85233,6119.01
Nissan,Murano,2022,800,60.0,Petrol,Manual,First,18236,16847.8
Hyundai,Kona,2015,800,60.0,Petrol,Automatic,First,155029,5203.52
Honda,HR-V,2011,800,60.0,Petrol,Automatic,First,96031,4877.29
Ford,Focus,2008,1700,99.7,Diesel,Manual,First,205022,4167.33
Hyundai,Elantra,2017,1500,83.2,Petrol,Automatic,First,90745,7379.65
Hyundai,Sonata,2022,800,60.0,Diesel,Manual,First,6358,14616.41
Kia,Optima,2006,1100,60.0,Petrol,Automatic,First,152319,2907.27
Audi,A3,2005,2100,127.5,Diesel,Manual,First,249659,8378.65
Honda,Accord,2017,1300,81.2,Petrol,Automatic,Third,73610,7205.29
Kia,Sorento,2017,800,60.0,Hybrid,Automatic,First,80249,7801.09
Mercedes,A-Class,2006,2000,109.1,Diesel,Automatic,First,240657,11709.06
Ford,Explorer,2009,1500,77.1,Electric,Automatic,First,192338,5397.8
Honda,CR-V,2011,800,60.0,Diesel,Manual,First,165260,4538.17
Kia,Stinger,2016,900,60.0,Diesel,Automatic,Second,69884,6457.73
Kia,Soul,2015,900,60.0,Hybrid,Manual,Second,80065,5115.16
BMW,X3,2010,2300,133.5,Electric,Automatic,First,53569,19421.93
Toyota,Prius,2011,1400,75.8,Hybrid,Automatic,Second,152494,4858.16
Mercedes,GLE,2020,2500,129.2,Diesel,Automatic,First,41059,64534.55
Chevrolet,Traverse,2013,1600,88.9,Electric,Automatic,Second,96262,6908.44
Toyota,Highlander,2013,800,60.0,Petrol,Manual,First,177204,5397.39
Toyota,Prius,2020,1300,60.0,Petrol,Automatic,Third,24618,11678.74
Honda,HR-V,2013,1400,73.8,Hybrid,Manual,First,137936,5934.23
Honda,CR-V,2020,1200,72.1,Diesel,Automatic,First,26070,15558.35
Chevrolet,Camaro,2005,1100,60.0,Electric,Automatic,First,298855,3892.18
Hyundai,Sonata,2007,1000,66.2,Petrol,Automatic,First,131655,2998.22
Kia,Stinger,2006,1300,83.6,Petrol,Automatic,First,174338,2686.92
Nissan,Altima,2010,800,61.4,Diesel,Automatic,Third,95694,3147.35
Nissan,Murano,2022,1300,64.7,Hybrid,Automatic,Second,27763,15891.44
Honda,Civic,2021,1100,60.9,Diesel,Automatic,First,39412,16741.62
Honda,Civic,2020,1100,64.3,Petrol,Automatic,First,40822,13755.17
Toyota,Highlander,2008,1500,88.1,Petrol,Manual,First,202932,3221.82
Chevrolet,Malibu,2011,1100,60.0,Diesel,Manual,First,146587,4955.33
BMW,X5,2022,1900,88.3,Petrol,Manual,First,11035,58320.94
Nissan,Sentra,2007,1100,60.0,Diesel,Manual,First,184195,2886.52
Chevrolet,Camaro,2007,1400,77.1,Diesel,Automatic,Second,235897,3152.08
Honda,Accord,2005,1000,60.0,Petrol,Automatic,First,213392,3195.49
Nissan,Sentra,2018,1300,71.5,Diesel,Automatic,Second,50440,9326.67
Ford,Escape,2012,1600,91.9,Hybrid,Manual,First,125992,7353.7
Hyundai,Elantra,2014,1000,60.0,Diesel,Manual,Second,111942,4263.88
BMW,5 Series,2008,1700,104.1,Petrol,Automatic,First,112320,13726.96
Chevrolet,Malibu,2010,1400,80.8,Petrol,Manual,Second,183898,3329.95
Hyundai,Santa Fe,2009,800,60.0,Hybrid,Automatic,First,194494,2919.21
Audi,A3,2014,1800,94.9,Petrol,Automatic,First,171198,17211.65
BMW,X5,2017,2600,135.1,Petrol,Automatic,First,60824,37224.85
Audi,A6,2021,2100,114.6,Petrol,Automatic,First,32349,49612.82
Chevrolet,Traverse,2013,1300,64.3,Petrol,Automatic,First,130680,6472.47
Toyota,RAV4,2007,1500,74.3,Hybrid,Automatic,Second,180161,3657.97
Audi,Q7,2009,2400,140.6,Diesel,Automatic,First,182075,10219.49
Chevrolet,Silverado,2011,1400,81.5,Petrol,Manual,First,143629,4557.85
Hyundai,Kona,2010,1200,78.2,Petrol,Manual,First,171389,2692.25
Toyota,Corolla,2022,1000,71.0,Petrol,Automatic,Second,20787,17471.81
Hyundai,Elantra,2015,1100,60.0,Diesel,Automatic,Second,97143,5683.02
BMW,5 Series,2013,1900,106.5,Hybrid,Automatic,Third,89618,16813.12
Chevrolet,Traverse,2006,1200,60.0,Electric,Automatic,First,268491,3998.52
Honda,Civic,2015,1500,85.2,Diesel,Manual,First,72874,7808.76
Hyundai,Santa Fe,2012,800,60.0,Petrol,Automatic,Second,166971,3113.81
Kia,Sportage,2008,1100,69.2,Hybrid,Manual,Second,123008,2756.45
BMW,X3,2011,2000,94.0,Hybrid,Automatic,First,166276,15679.82
Chevrolet,Malibu,2012,1000,60.0,Petrol,Automatic,Third,71748,4766.48
Audi,A3,2012,2300,131.8,Diesel,Manual,Third,87002,12488.09
Nissan,Rogue,2006,1200,60.0,Diesel,Automatic,First,164406,3552.31
Mercedes,GLC,2017,2800,162.3,Petrol,Manual,First,76947,38490.72
Chevrolet,Equinox,2013,1000,60.0,Petrol,Automatic,First,111366,6843.03
Ford,Explorer,2007,2200,126.0,Petrol,Automatic,Second,203878,3723.44
Toyota,Prius,2018,1200,74.7,Diesel,Manual,Second,77789,10281.91
Honda,Civic,2008,1400,97.6,Petrol,Automatic,Second,145751,3505.66
Toyota,Prius,2012,1900,104.6,Petrol,Manual,Second,124934,4772.7
Mercedes,GLE,2005,2200,123.1,Diesel,Automatic,Third,225653,9432.61
Nissan,Altima,2012,900,60.0,Petrol,Manual,Second,136975,3488.3
Ford,F-150,2013,1000,60.0,Diesel,Automatic,First,77494,8730.42
Nissan,Altima,2005,1300,64.7,Diesel,Automatic,Third,172391,2221.73
Chevrolet,Equinox,2007,1600,91.2,Diesel,Manual,Second,196086,3055.69
Toyota,Highlander,2011,800,60.0,Diesel,Automatic,First,165028,5011.82
Ford,Mustang,2018,1300,72.7,Diesel,Manual,First,50221,14420.2
BMW,X3,2010,2600,146.1,Electric,Manual,Second,162749,13116.99
Hyundai,Santa Fe,2020,1200,67.7,Petrol,Automatic,First,61165,10624.77
Nissan,Pathfinder,2022,900,60.0,Hybrid,Automatic,Second,28434,17019.12
Hyundai,Kona,2009,1400,90.8,Hybrid,Automatic,First,141912,3299.38
Toyota,RAV4,2017,1100,60.0,Diesel,Automatic,First,97404,10599.55
Toyota,Camry,2020,1400,88.7,Diesel,Automatic,Second,30695,13501.78
Nissan,Sentra,2009,900,60.0,Electric,Manual,First,199089,3094.02
Toyota,Corolla,2007,1700,79.3,Petrol,Automatic,Second,176701,3161.68
Toyota,Corolla,2019,1300,82.2,Diesel,Automatic,Second,83112,11384.45
Mercedes,GLC,2019,2900,168.3,Hybrid,Automatic,First,78401,57471.1
Audi,Q7,2020,1900,100.8,Diesel,Manual,First,56226,42404.52
Honda,Civic,2020,900,60.0,Petrol,Manual,Second,53049,11159.89
Honda,Accord,2007,1400,84.2,Electric,Automatic,First,257952,3667.26
Honda,CR-V,2016,1000,73.4,Diesel,Manual,Second,107175,6865.55
Mercedes,GLE,2006,2800,133.6,Diesel,Automatic,First,224796,12269.31
Mercedes,A-Class,2011,2200,121.4,Petrol,Automatic,First,130192,18402.86
Hyundai,Santa Fe,2009,1100,73.2,Petrol,Automatic,Second,222199,2286.94
Kia,Optima,2007,1400,83.1,Diesel,Manual,First,211808,2182.25
Honda,Pilot,2009,800,60.0,Diesel,Manual,Second,148421,3090.89
Kia,Soul,2015,1000,60.0,Petrol,Automatic,Third,92527,3844.46
Audi,Q7,2005,2400,137.7,Hybrid,Manual,First,193466,9704.91
Nissan,Murano,2016,1400,71.0,Petrol,Automatic,First,126344,6803.18
Toyota,Corolla,2008,1100,60.0,Hybrid,Automatic,Third,159071,3444.35
Toyota,Prius,2019,1100,60.0,Hybrid,Manual,Second,80745,12593.72
Kia,Optima,2009,1300,60.0,Hybrid,Manual,First,212685,2734.16
Ford,Focus,2009,1300,84.9,Hybrid,Automatic,First,212966,4128.51
Kia,Optima,2009,1100,66.0,Petrol,Automatic,First,169180,2667.33
Mercedes,A-Class,2020,2600,138.2,Diesel,Automatic,Third,37341,46385.72
Kia,Sportage,2016,1200,72.1,Diesel,Manual,First,94074,5461.27
Honda,Civic,2015,1400,73.0,Petrol,Automatic,First,125992,7133.78
Chevrolet,Malibu,2020,1400,81.3,Electric,Automatic,First,61312,17451.7
Nissan,Altima,2006,800,60.0,Hybrid,Manual,Second,153917,2759.25
Hyundai,Santa Fe,2015,1300,75.9,Diesel,Automatic,First,94739,5724.92
Kia,Soul,2021,900,60.0,Petrol,Automatic,Second,39524,11147.08
Toyota,Corolla,2013,1500,89.2,Petrol,Manual,Second,109191,5050.37
Nissan,Murano,2009,800,60.0,Petrol,Automatic,First,194899,2884.64
Mercedes,A-Class,2015,2200,102.3,Petrol,Automatic,Third,48202,26343.81
Hyundai,Santa Fe,2007,800,60.0,Petrol,Manual,Second,130614,2443.93
Audi,Q5,2021,2000,112.7,Petrol,Automatic,Second,45739,37887.75
Nissan,Rogue,2014,1200,69.2,Electric,Manual,First,73508,7394.55
Honda,CR-V,2021,1000,70.9,Petrol,Automatic,Third,27377,11584.41
Hyundai,Tucson,2014,1000,60.0,Petrol,Manual,Third,82784,3711.59
BMW,M3,2013,1800,87.6,Petrol,Automatic,Second,90992,17168.58
Toyota,Corolla,2010,1700,96.7,Diesel,Automatic,Second,186892,3860.89
Honda,Accord,2018,800,60.0,Diesel,Automatic,First,95583,10758.76
Chevrolet,Malibu,2022,1500,90.7,Diesel,Manual,Second,19544,17033.7
Kia,Soul,2007,800,60.0,Petrol,Automatic,Second,114760,2785.9
Ford,Escape,2007,1800,85.9,Hybrid,Manual,Second,72248,5034.94
Toyota,Camry,2006,1200,71.5,Electric,Automatic,First,103390,5269.38
Hyundai,Kona,2022,900,60.0,Hybrid,Automatic,Third,11815,10412.12
Chevrolet,Traverse,2018,1500,77.9,Petrol,Automatic,First,93188,13317.61
Kia,Sorento,2019,800,60.0,Petrol,Automatic,Second,72651,7829.41
Toyota,Highlander,2015,1200,60.0,Hybrid,Manual,Second,102878,7071.36
Nissan,Altima,2009,800,60.0,Diesel,Automatic,First,127582,3831.47
Chevrolet,Camaro,2020,1200,74.1,Petrol,Manual,Second,17324,13295.52
Nissan,Murano,2014,1400,87.0,Petrol,Automatic,First,103424,5733.91
Nissan,Sentra,2020,1600,104.7,Petrol,Manual,Second,61952,10101.86
Hyundai,Elantra,2015,1100,68.3,Hybrid,Automatic,First,153405,5806.56
Nissan,Sentra,2016,800,60.0,Hybrid,Automatic,Second,83519,7482.92
BMW,X3,2018,2100,105.5,Petrol,Automatic,First,62315,35267.6
Nissan,Rogue,2012,1100,62.4,Petrol,Manual,Second,143068,3621.06
Audi,A6,2005,2600,131.8,Diesel,Manual,First,250749,8227.08
Ford,Explorer,2017,1800,100.0,Petrol,Automatic,Second,108605,9687.71
Nissan,Altima,2019,1100,60.0,Petrol,Automatic,Second,56403,10520.68
Honda,HR-V,2015,1100,60.0,Petrol,Manual,Second,64813,6305.4
Ford,Focus,2009,1500,74.7,Petrol,Automatic,First,63299,5349.79
Audi,Q7,2021,2000,118.8,Petrol,Automatic,First,28586,47178.08
Hyundai,Kona,2019,1000,60.0,Petrol,Manual,First,73783,9241.37
Chevrolet,Equinox,2013,1400,79.4,Hybrid,Manual,Second,117246,5849.86
Toyota,Highlander,2006,1300,74.3,Petrol,Manual,Second,245212,2843.54
Hyundai,Elantra,2022,800,60.0,Electric,Automatic,Second,17921,15630.22
BMW,M3,2007,2200,118.1,Hybrid,Automatic,Second,225129,10553.58
Hyundai,Tucson,2016,1000,60.0,Diesel,Automatic,First,61892,7378.49
Honda,CR-V,2005,900,60.0,Electric,Automatic,First,247190,3507.17
Honda,Accord,2017,1100,60.0,Hybrid,Manual,First,109124,9977.41
Chevrolet,Traverse,2019,1100,60.0,Petrol,Automatic,First,47226,13640.17
Toyota,Prius,2018,1300,68.8,Petrol,Automatic,First,69735,11410.92
Ford,Focus,2022,1500,83.8,Petrol,Automatic,Second,20308,22529.2
Audi,A3,2011,1800,91.3,Petrol,Automatic,First,136409,14165.14
Chevrolet,Malibu,2019,1600,75.6,Electric,Manual,Third,47127,12261.72
Toyota,Camry,2019,1100,60.0,Petrol,Automatic,Second,45819,12512.09
Nissan,Pathfinder,2018,900,60.0,Petrol,Automatic,Second,90494,8660.29
BMW,M3,2008,2300,126.2,Petrol,Automatic,First,279477,10533.24
Kia,Sportage,2014,1200,64.6,Diesel,Automatic,First,119378,5303.1
Kia,Soul,2021,1200,60.0,Hybrid,Automatic,First,35722,13876.41
Kia,Sportage,2007,800,60.0,Petrol,Automatic,First,223779,2409.23
Nissan,Altima,2012,1200,65.1,Diesel,Automatic,Second,125347,4502.69
Chevrolet,Camaro,2013,1900,114.8,Electric,Automatic,First,147077,7639.78
BMW,M3,2010,2600,148.1,Diesel,Automatic,Third,92640,12268.04
Hyundai,Santa Fe,2022,1100,60.0,Diesel,Automatic,First,34914,14085.55
Honda,Civic,2017,1000,69.7,Diesel,Manual,Third,52920,7522.52
Ford,F-150,2019,1000,67.2,Diesel,Manual,Second,57716,13193.1
Toyota,Highlander,2018,1300,74.0,Hybrid,Automatic,First,72050,12970.06
Hyundai,Elantra,2021,1700,90.2,Hybrid,Automatic,First,54736,11981.96
Chevrolet,Traverse,2007,1700,91.7,Petrol,Automatic,First,255451,3429.03
Hyundai,Santa Fe,2010,1500,102.7,Petrol,Manual,First,185396,2533.41
Ford,Explorer,2019,1300,73.1,Petrol,Automatic,Second,64552,12883.57
